ID,ActivityDate,TotalSteps,TotalDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes
2022484408,05.04.16,11768,8.289999962,2.50999999,0.930000007,4.849999905,36,27,272
2022484408,05.05.16,11895,8.350000381,2.789999962,0.860000014,4.699999809,55,20,253
2022484408,05.06.16,10227,7.179999828,1.870000005,0.670000017,4.639999866,24,17,295
2022484408,05.07.16,,4.710000038,1.610000014,0.079999998,3.019999981,20,2,149
2022484408,05.08.16,3292,2.309999943,0,0,2.309999943,0,0,135
2022484408,05.09.16,13379,9.390000343,2.119999886,1.629999995,5.639999866,35,47,297
2022484408,05.10.16,12798,8.979999542,2.220000029,1.210000038,5.559999943,57,28,271
2022484408,05.11.16,13272,9.319999695,4.179999828,1.149999976,3.99000001,58,25,224
2022484408,05.12.16,9117,6.409999847,1.279999971,0.670000017,4.440000057,16,16,236
2026352035,04.12.16,4414,2.74000001,0.189999998,0.349999994,2.200000048,3,8,181
2026352035,4/13/2016,4993,3.099999905,0,0,3.099999905,0,0,238
2026352035,4/14/2016,3335,2.069999933,0,0,2.049999952,0,0,197
2026352035,4/15/2016,3821,2.369999886,0,0,2.369999886,0,0,188
2026352035,4/16/2016,2547,1.580000043,0,0,1.580000043,0,0,150
2026352035,4/17/2016,838,0.519999981,0,0,0.519999981,0,0,60
2026352035,4/18/2016,3325,2.059999943,0,0,2.059999943,0,0,182
2026352035,4/19/2016,2424,1.5,0,0,1.5,0,0,141
2026352035,4/20/2016,7222,4.480000019,0,0,4.480000019,0,0,327
2026352035,4/21/2016,2467,1.529999971,0,0,1.529999971,0,0,153
2026352035,4/22/2016,2915,1.809999943,0,0,1.809999943,0,0,162
2026352035,4/23/2016,12357,7.710000038,0,0,7.710000038,0,0,432
2026352035,4/24/2016,3490,2.160000086,0,0,2.160000086,0,0,164
2026352035,4/25/2016,6017,3.730000019,0,0,3.730000019,0,0,260
2026352035,4/26/2016,5933,3.680000067,0,0,3.680000067,0,0,288
2026352035,4/27/2016,6088,3.769999981,0,0,3.769999981,0,0,286
2026352035,4/28/2016,6375,3.950000048,0,0,3.950000048,0,0,331
2026352035,4/29/2016,7604,4.710000038,0,0,4.710000038,0,0,352
2026352035,4/30/2016,4729,2.930000067,0,0,2.930000067,0,0,233
2026352035,05.01.16,3609,2.279999971,0,0,2.279999971,0,0,191
2026352035,05.02.16,7018,4.349999905,0,0,4.349999905,0,0,355
2026352035,05.03.16,5992,3.720000029,0,0,3.720000029,0,0,304
2026352035,05.04.16,6564,4.070000172,0,0,4.070000172,0,0,345
2026352035,05.05.16,12167,7.539999962,0,0,7.539999962,0,0,475
2026352035,05.06.16,8198,5.079999924,0,0,5.079999924,0,0,383
2026352035,05.07.16,4193,2.599999905,0,0,2.599999905,0,0,229
2026352035,05.08.16,5528,3.450000048,0,0,3.450000048,0,0,258
2026352035,05.09.16,10685,6.619999886,0,0,6.599999905,0,0,401
2026352035,05.10.16,254,0.159999996,0,0,0.159999996,0,0,17
2026352035,05.11.16,8580,5.320000172,0,0,5.320000172,0,0,330
2026352035,05.12.16,8891,5.510000229,0,0,5.510000229,0,0,343
2320127002,04.12.16,10725,7.489999771,1.169999957,0.310000002,6.010000229,13,9,306
2320127002,4/13/2016,7275,4.900000095,0,0,4.900000095,0,0,335
2320127002,4/14/2016,3973,2.680000067,0,0,2.680000067,0,0,191
2320127002,4/15/2016,5205,3.50999999,0,0,3.50999999,0,0,245
2320127002,4/16/2016,5057,3.410000086,0,0,3.400000095,0,0,195
2320127002,4/17/2016,6198,4.179999828,0,0,4.179999828,0,0,249
2320127002,4/18/2016,6559,4.420000076,0,0.25999999,4.139999866,0,7,260
2320127002,4/19/2016,5997,4.039999962,0,0.379999995,3.660000086,0,11,228
2320127002,4/20/2016,7192,4.849999905,0,0.49000001,4.340000153,0,11,283
2320127002,4/21/2016,3404,2.289999962,0.059999999,0.419999987,1.809999943,1,10,127
2320127002,4/22/2016,5583,3.75999999,0,0,3.75999999,0,0,266
2320127002,4/23/2016,,3.420000076,0,0,3.420000076,0,0,242
2320127002,4/24/2016,4165,2.809999943,0,0,2.799999952,0,0,204
2320127002,4/25/2016,3588,2.420000076,0.230000004,0.200000003,1.99000001,3,5,152
2320127002,4/26/2016,,2.299999952,0,0,2.299999952,0,0,147
2320127002,4/27/2016,1715,1.159999967,0,0,1.159999967,0,0,82
2320127002,4/28/2016,1532,1.029999971,0,0,1.029999971,0,0,76
2320127002,4/29/2016,924,0.620000005,0,0,0.620000005,0,0,45
2320127002,4/30/2016,4571,3.079999924,0,0,3.069999933,0,0,234
2320127002,05.01.16,772,0.519999981,0,0,0.519999981,0,0,40
2320127002,05.02.16,3634,2.450000048,0.360000014,0.209999993,1.879999995,5,6,123
2320127002,05.03.16,,5.019999981,1.49000001,0.370000005,3.160000086,20,10,206
2320127002,05.04.16,,0.810000002,0,0,0.810000002,0,0,52
2320127002,05.05.16,,3.50999999,0,0.389999986,3.109999895,0,11,223
2320127002,05.06.16,,3.289999962,0,0,3.289999962,0,0,204
2320127002,05.07.16,7379,4.96999979,0,0,4.96999979,0,0,319
2320127002,05.08.16,5161,3.480000019,0,0,3.470000029,0,0,247
2320127002,05.09.16,3090,2.079999924,0,0,2.079999924,0,0,145
2320127002,05.10.16,,4.199999809,0,0,4.199999809,0,0,290
2320127002,05.11.16,6424,4.329999924,0,0,4.329999924,0,0,300
2320127002,05.12.16,2661,1.789999962,0,0,1.789999962,0,0,128
2347167796,04.12.16,10113,6.829999924,2,0.620000005,4.199999809,28,13,320
2347167796,4/13/2016,10352,7.010000229,1.659999967,1.940000057,3.410000086,19,32,195
2347167796,4/14/2016,10129,6.699999809,0.02,2.74000001,3.940000057,1,48,206
2347167796,4/15/2016,10465,6.920000076,0.07,1.419999957,5.429999828,1,24,284
2347167796,4/16/2016,22244,15.07999992,5.449999809,4.099999905,5.53000021,66,72,268
2347167796,4/17/2016,5472,3.619999886,0.079999998,0.280000001,3.25999999,1,7,249
2347167796,4/18/2016,8247,5.449999809,0.790000021,0.860000014,3.789999962,11,16,206
2347167796,4/19/2016,6711,4.440000057,0,0,4.440000057,0,7,382
2347167796,4/20/2016,10999,7.269999981,0.680000007,1.809999943,4.78000021,11,43,269
2347167796,4/21/2016,10080,6.75,1.850000024,1.529999971,3.380000114,23,26,208
2347167796,4/22/2016,7804,5.159999847,0.560000002,1.679999948,2.920000076,9,27,206
2347167796,4/23/2016,16901,11.36999989,2.779999971,1.450000048,7.150000095,32,35,360
2347167796,4/24/2016,9471,6.260000229,0,0,6.260000229,0,0,360
2347167796,4/25/2016,9482,6.380000114,1.269999981,0.519999981,4.599999905,15,11,277
2347167796,4/26/2016,5980,3.950000048,0,0,3.950000048,0,0,227
2347167796,4/27/2016,11423,7.579999924,1.860000014,0.400000006,5.320000172,26,9,295
2347167796,4/28/2016,5439,3.599999905,0,0,3.599999905,0,0,229
2347167796,4/29/2016,42,0.029999999,0,0,0.029999999,0,0,4
2873212765,04.12.16,8796,5.909999847,0.109999999,0.930000007,4.880000114,2,21,356
2873212765,4/13/2016,7618,5.119999886,0,0.219999999,4.880000114,0,8,404
2873212765,4/14/2016,7910,5.320000172,0,0,5.320000172,0,0,331
2873212765,4/15/2016,8482,5.699999809,0,0,5.690000057,0,0,448
2873212765,4/16/2016,9685,6.650000095,3.109999895,0.02,3.50999999,47,1,305
2873212765,4/17/2016,2524,1.700000048,0,0.349999994,1.340000033,0,8,160
2873212765,4/18/2016,7762,5.239999771,0.07,0.280000001,4.889999866,1,6,311
2873212765,4/19/2016,7948,5.369999886,0,0,5.360000134,0,0,389
2873212765,4/20/2016,9202,6.300000191,1.50999999,0.119999997,4.659999847,22,5,378
2873212765,4/21/2016,8859,5.980000019,0.129999995,0.370000005,5.46999979,2,10,371
2873212765,4/22/2016,7286,4.900000095,0.460000008,0,4.420000076,46,0,366
2873212765,4/23/2016,9317,6.349999905,2.089999914,0.230000004,4.019999981,28,5,330
2873212765,4/24/2016,6873,4.679999828,3,0.059999999,1.620000005,46,1,190
2873212765,4/25/2016,7373,4.949999809,0,0,4.949999809,0,0,359
2873212765,4/26/2016,8242,5.539999962,0.119999997,0.180000007,5.239999771,2,5,309
2873212765,4/27/2016,3516,2.359999895,0,0,2.359999895,46,0,197
2873212765,4/28/2016,7913,5.409999847,2.160000086,0.340000004,2.910000086,28,7,213
2873212765,4/29/2016,7365,4.949999809,1.360000014,1.409999967,2.180000067,20,23,206
2873212765,4/30/2016,8452,5.679999828,0.330000013,1.080000043,4.260000229,5,20,248
2873212765,05.01.16,7399,4.96999979,0.49000001,1.039999962,3.440000057,7,18,196
2873212765,05.02.16,7525,5.059999943,0,0.209999993,4.829999924,0,7,334
2873212765,05.03.16,7412,4.980000019,0.059999999,0.25,4.659999847,1,6,363
2873212765,05.04.16,8278,5.559999943,0,0,5.559999943,0,0,420
2873212765,05.05.16,8314,5.610000134,0.779999971,0.800000012,4.03000021,13,23,311
2873212765,05.06.16,7063,4.75,0,0.119999997,4.610000134,0,5,370
2873212765,05.07.16,4940,3.380000114,2.279999971,0.550000012,0.550000012,75,11,52
2873212765,05.08.16,8168,5.539999962,2.900000095,0,2.640000105,46,0,326
2873212765,05.09.16,7726,5.190000057,0,0,5.190000057,0,0,345
2873212765,05.10.16,8275,5.559999943,0,0,5.550000191,0,0,373
2873212765,05.11.16,6440,4.329999924,0,0,4.320000172,0,0,319
2873212765,05.12.16,7566,5.110000134,0,0,5.110000134,0,0,268
3372868164,04.12.16,4747,3.24000001,0,0,3.230000019,0,0,280
3372868164,4/13/2016,9715,6.630000114,0.99000001,0.340000004,5.269999981,16,8,371
3372868164,4/14/2016,8844,6.03000021,0.340000004,1.029999971,4.650000095,6,25,370
3372868164,4/15/2016,7451,5.079999924,0,0,5.059999943,0,0,335
3372868164,4/16/2016,6905,4.730000019,0,0,4.699999809,0,0,356
3372868164,4/17/2016,8199,5.880000114,1.409999967,0.100000001,4.360000134,11,2,322
3372868164,4/18/2016,6798,4.639999866,1.080000043,0.200000003,3.349999905,20,7,343
3372868164,4/19/2016,7711,5.260000229,0,0,5.239999771,0,0,376
3372868164,4/20/2016,4880,3.329999924,0.839999974,0.090000004,2.380000114,15,3,274
3372868164,4/21/2016,8857,6.070000172,1.149999976,0.25999999,4.639999866,18,9,376
3372868164,4/22/2016,,2.619999886,0,0,2.609999895,0,0,206
3372868164,4/23/2016,7396,5.070000172,1.399999976,0.079999998,3.579999924,20,2,303
3372868164,4/24/2016,6731,4.590000153,0.889999986,0.189999998,3.49000001,14,7,292
3372868164,4/25/2016,5995,4.090000153,0,0,4.090000153,0,0,416
3372868164,4/26/2016,8283,5.789999962,1.850000024,0.050000001,3.869999886,22,2,333
3372868164,4/27/2016,7904,5.420000076,1.580000043,0.629999995,3.190000057,24,13,346
3372868164,4/28/2016,5512,3.75999999,0,0,3.75999999,0,0,385
3372868164,4/29/2016,9135,6.230000019,0,0,6.21999979,0,0,402
3372868164,4/30/2016,5250,3.579999924,1.059999943,0.090000004,2.420000076,17,4,300
3372868164,05.01.16,3077,2.099999905,0,0,2.089999914,0,0,172
3977333714,04.12.16,8856,5.980000019,3.059999943,0.910000026,2.00999999,44,19,131
3977333714,4/13/2016,10035,6.710000038,2.029999971,2.130000114,2.549999952,31,46,153
3977333714,4/14/2016,7641,5.110000134,0.319999993,0.970000029,3.819999933,5,23,214
3977333714,4/15/2016,9010,6.059999943,1.049999952,1.75,3.25999999,15,42,183
3977333714,4/16/2016,13459,9,2.029999971,4,2.970000029,31,83,153
3977333714,4/17/2016,10415,6.96999979,0.699999988,2.349999905,3.920000076,11,58,205
3977333714,4/18/2016,11663,7.800000191,0.25,3.730000019,3.819999933,4,95,214
3977333714,4/19/2016,12414,8.779999733,2.24000001,2.450000048,3.960000038,19,67,221
3977333714,4/20/2016,11658,7.829999924,0.200000003,4.349999905,3.279999971,2,98,164
3977333714,4/21/2016,6093,4.079999924,0,0,4.059999943,0,0,242
3977333714,4/22/2016,8911,5.960000038,2.329999924,0.579999983,3.059999943,33,12,188
3977333714,4/23/2016,12058,8.069999695,0,4.21999979,3.849999905,0,92,252
3977333714,4/24/2016,14112,10,3.269999981,4.559999943,2.170000076,30,95,129
3977333714,4/25/2016,11177,8.479999542,5.619999886,0.430000007,2.410000086,50,9,133
3977333714,4/26/2016,11388,7.619999886,0.449999988,4.21999979,2.950000048,7,95,170
3977333714,4/27/2016,7193,5.039999962,0,0.419999987,4.619999886,0,10,176
3977333714,4/28/2016,7114,4.880000114,1.370000005,0.289999992,3.220000029,15,8,190
3977333714,4/29/2016,10645,7.75,3.74000001,1.299999952,2.710000038,36,32,150
3977333714,4/30/2016,13238,9.199999809,3.690000057,2.099999905,3.410000086,43,52,194
3977333714,05.01.16,10414,7.070000172,2.670000076,1.980000019,2.410000086,41,40,124
3977333714,05.02.16,16520,11.05000019,1.539999962,6.480000019,3.019999981,24,143,176
3977333714,05.03.16,14335,9.590000153,3.319999933,1.74000001,4.53000021,47,41,258
3977333714,05.04.16,13559,9.43999958,1.809999943,4.579999924,2.890000105,14,96,142
3977333714,05.05.16,12312,8.579999924,1.75999999,4.110000134,2.710000038,14,88,178
3977333714,05.06.16,11677,8.279999733,3.109999895,2.50999999,2.670000076,29,55,168
3977333714,05.07.16,11550,7.730000019,0,4.130000114,3.589999914,0,86,208
3977333714,05.08.16,13585,9.090000153,0.680000007,5.239999771,3.170000076,9,116,171
3977333714,05.09.16,14687,10.07999992,0.769999981,5.599999905,3.549999952,8,122,151
3977333714,05.10.16,13072,8.779999733,0.07,5.400000095,3.309999943,1,115,196
3977333714,05.11.16,746,0.5,0.370000005,0,0.129999995,4,0,9
4020332650,04.12.16,8539,6.119999886,0.150000006,0.239999995,5.679999828,4,15,331
4020332650,4/13/2016,,0,0,0,0,0,0,0
4020332650,4/14/2016,108,0.079999998,0,0,0.029999999,0,0,3
4020332650,4/15/2016,1882,1.350000024,0.209999993,0.360000014,0.769999981,36,18,87
